# datafile= rawdata_47.dat DM606= 13.30 E(606-814)=0.045 compfile= 47tuc_comp.dat
#  F606mF814    F814       F606     comp     cumweight      pos
    0.8602    27.3161    28.1763    80.4587  1107.6739        980
    0.7471    27.3215    28.0686    80.4088  1108.9176        981
    0.7700    27.3230    28.0930    80.3955  1110.1614        982
    0.7387    27.3230    28.0617    80.3953  1111.4053        983
    0.8145    27.3236    28.1381    80.3897  1112.6492        984
    0.9384    27.3247    28.2632    80.3797  1113.8933        985
    0.9384    27.3247    28.2632    80.3797  1115.1374        986
    0.9854    27.3264    28.3118    80.3614  1116.3818        987
    1.0022    27.3269    28.3292    80.3516  1117.6263        988
    0.8554    27.3279    28.1833    80.3340  1118.8711        989
    0.7615    27.3279    28.0895    80.3325  1120.1159        990
    0.7435    27.3286    28.0721    80.3196  1121.3610        991
    1.0480    27.3298    28.3778    80.2966  1122.6064        992
    0.8698    27.3308    28.2006    80.2785  1123.8520        993
    1.0504    27.3309    28.3813    80.2764  1125.0977        994
    0.9300    27.3332    28.2632    80.2339  1126.3441        995
    0.7447    27.3344    28.0791    80.2107  1127.5908        996
    0.7820    27.3353    28.1173    80.1936  1128.8378        997
    0.9409    27.3362    28.2771    80.1758  1130.0850        998
    1.0793    27.3368    28.4160    80.1654  1131.3324        999
    0.7062    27.3382    28.0443    80.1392  1132.5803       1000
    0.8470    27.3398    28.1867    80.1085  1133.8286       1001
    0.8325    27.3403    28.1729    80.0981  1135.0771       1002
    0.5401    27.3410    27.8810    80.0858  1136.3257       1003
    0.8626    27.3415    28.2041    80.0758  1137.5745       1004
    0.9493    27.3417    28.2910    80.0721  1138.8234       1005
    0.9204    27.3428    28.2632    80.0514  1140.0726       1006
    1.0696    27.3429    28.4125    80.0487  1141.3218       1007
    0.8542    27.3430    28.1972    80.0478  1142.5711       1008
    0.9613    27.3435    28.3049    80.0369  1143.8205       1009
    0.9192    27.3440    28.2632    80.0286  1145.0701       1010
    1.0335    27.3443    28.3778    80.0228  1146.3197       1011
    0.9697    27.3455    28.3153    79.9990  1147.5697       1012
    0.9023    27.3469    28.2493    79.9726  1148.8202       1013
    0.9168    27.3499    28.2666    79.9171  1150.0715       1014
    0.9023    27.3504    28.2527    79.9068  1151.3229       1015
    0.8145    27.3514    28.1659    79.8876  1152.5747       1016
    0.8831    27.3523    28.2354    79.8710  1153.8267       1017
    0.8398    27.3539    28.1937    79.8399  1155.0792       1018
    0.8771    27.3548    28.2319    79.8228  1156.3320       1019
    0.8879    27.3579    28.2458    79.7647  1157.5857       1020
    0.9396    27.3583    28.2979    79.7579  1158.8395       1021
    0.9180    27.3591    28.2771    79.7424  1160.0935       1022
    0.8963    27.3599    28.2562    79.7268  1161.3478       1023
    0.7615    27.3627    28.1242    79.6740  1162.6029       1024
    0.6881    27.3632    28.0513    79.6652  1163.8581       1025
    0.8049    27.3645    28.1694    79.6393  1165.1138       1026
    0.8542    27.3673    28.2215    79.5869  1166.3703       1027
    1.0239    27.3678    28.3917    79.5769  1167.6269       1028
    0.9854    27.3716    28.3570    79.5054  1168.8847       1029
    0.8602    27.3717    28.2319    79.5034  1170.1425       1030
    0.8698    27.3725    28.2423    79.4883  1171.4006       1031
    1.1743    27.3737    28.5480    79.4653  1172.6590       1032
    1.0107    27.3741    28.3848    79.4577  1173.9175       1033
    0.9336    27.3747    28.3083    79.4463  1175.1762       1034
    0.8325    27.3751    28.2076    79.4396  1176.4350       1035
    1.0853    27.3759    28.4612    79.4234  1177.6941       1036
    0.9565    27.3762    28.3326    79.4188  1178.9533       1037
    0.8903    27.3763    28.2666    79.4152  1180.2125       1038
    0.7964    27.3764    28.1729    79.4137  1181.4717       1039
    0.8205    27.3767    28.1972    79.4090  1182.7310       1040
    0.3824    27.3770    27.7595    79.4020  1183.9904       1041
    1.2610    27.3774    28.6383    79.3958  1185.2499       1042
    0.8927    27.3774    28.2701    79.3950  1186.5095       1043
    0.9625    27.3806    28.3431    79.3353  1187.7699       1044
    0.8686    27.3806    28.2493    79.3338  1189.0304       1045
    1.0997    27.3823    28.4820    79.3021  1190.2914       1046
    0.8446    27.3839    28.2284    79.2727  1191.5529       1047
    1.0877    27.3839    28.4716    79.2715  1192.8144       1048
    0.9132    27.3847    28.2979    79.2560  1194.0761       1049
    0.8217    27.3859    28.2076    79.2343  1195.3382       1050
    0.8662    27.3900    28.2562    79.1565  1196.6015       1051
    1.3729    27.3905    28.7634    79.1469  1197.8650       1052
    0.9288    27.3934    28.3222    79.0916  1199.1293       1053
    0.6785    27.3936    28.0721    79.0876  1200.3938       1054
    0.9830    27.3948    28.3778    79.0647  1201.6585       1055
    0.9096    27.3953    28.3049    79.0559  1202.9235       1056
    0.8458    27.3966    28.2423    79.0321  1204.1888       1057
    0.9661    27.3978    28.3639    79.0087  1205.4545       1058
    0.8987    27.3992    28.2979    78.9823  1206.7206       1059
    0.6340    27.3999    28.0339    78.9679  1207.9869       1060
    0.8927    27.4017    28.2944    78.9340  1209.2538       1061
    0.9132    27.4021    28.3153    78.9268  1210.5208       1062
    1.0010    27.4046    28.4056    78.8801  1211.7885       1063
    0.9577    27.4062    28.3639    78.8490  1213.0568       1064
    1.0131    27.4064    28.4195    78.8448  1214.3251       1065
    0.9938    27.4083    28.4021    78.8090  1215.5940       1066
    0.9096    27.4092    28.3188    78.7925  1216.8631       1067
    1.0010    27.4115    28.4125    78.7484  1218.1330       1068
    0.9035    27.4117    28.3153    78.7443  1219.4030       1069
    0.9132    27.4125    28.3257    78.7292  1220.6731       1070
    0.8012    27.4133    28.2145    78.7148  1221.9435       1071
    0.7302    27.4148    28.1451    78.6858  1223.2144       1072
    0.9059    27.4163    28.3222    78.6582  1224.4857       1073
    0.9336    27.4164    28.3500    78.6561  1225.7571       1074
    0.9577    27.4166    28.3743    78.6514  1227.0285       1075
    1.0167    27.4167    28.4334    78.6498  1228.3000       1076
    0.9324    27.4176    28.3500    78.6333  1229.5717       1077
    0.9649    27.4198    28.3848    78.5907  1230.8441       1078
    1.1178    27.4198    28.5376    78.5907  1232.1165       1079
    1.3849    27.4201    28.8051    78.5848  1233.3891       1080
    1.0431    27.4215    28.4647    78.5591  1234.6620       1081
    1.3344    27.4221    28.7565    78.5485  1235.9351       1082
    0.9673    27.4244    28.3917    78.5047  1237.2089       1083
    0.8109    27.4245    28.2354    78.5022  1238.4827       1084
    1.0191    27.4247    28.4438    78.4979  1239.7567       1085
    1.0155    27.4249    28.4403    78.4953  1241.0306       1086
    0.6881    27.4257    28.1138    78.4799  1242.3048       1087
    0.4306    27.4296    27.8602    78.4049  1243.5803       1088
    0.9156    27.4310    28.3465    78.3797  1244.8561       1089
    0.9745    27.4311    28.4056    78.3782  1246.1320       1090
    0.8145    27.4313    28.2458    78.3731  1247.4079       1091
    1.0395    27.4321    28.4716    78.3589  1248.6841       1092
    0.9240    27.4330    28.3570    78.3419  1249.9606       1093
    0.9577    27.4340    28.3917    78.3222  1251.2373       1094
    0.9469    27.4379    28.3848    78.2485  1252.5153       1095
    0.9433    27.4380    28.3813    78.2460  1253.7933       1096
    0.8927    27.4399    28.3326    78.2097  1255.0719       1097
    0.9192    27.4413    28.3604    78.1848  1256.3510       1098
    0.9673    27.4417    28.4091    78.1754  1257.6301       1099
    0.9216    27.4423    28.3639    78.1646  1258.9095       1100
    1.0143    27.4434    28.4577    78.1432  1260.1892       1101
    0.9854    27.4445    28.4299    78.1225  1261.4692       1102
    0.9493    27.4459    28.3952    78.0966  1262.7497       1103
    0.8783    27.4474    28.3257    78.0676  1264.0306       1104
    0.9059    27.4475    28.3535    78.0655  1265.3116       1105
    1.5655    27.4481    29.0135    78.0558  1266.5927       1106
    1.1226    27.4498    28.5723    78.0234  1267.8744       1107
    1.0985    27.4530    28.5515    77.9622  1269.1571       1108
    0.8578    27.4540    28.3118    77.9432  1270.4401       1109
    1.0311    27.4544    28.4855    77.9358  1271.7232       1110
    0.8638    27.4549    28.3188    77.9256  1273.0065       1111
    0.8807    27.4554    28.3361    77.9157  1274.2899       1112
    1.4006    27.4566    28.8572    77.8936  1275.5737       1113
    0.9589    27.4571    28.4160    77.8840  1276.8577       1114
    0.9890    27.4583    28.4473    77.8617  1278.1420       1115
    0.8975    27.4594    28.3570    77.8400  1279.4267       1116
    0.9541    27.4619    28.4160    77.7928  1280.7121       1117
    0.9120    27.4624    28.3743    77.7845  1281.9977       1118
    1.0648    27.4624    28.5272    77.7844  1283.2833       1119
    0.9072    27.4637    28.3709    77.7591  1284.5694       1120
    0.8927    27.4643    28.3570    77.7487  1285.8556       1121
    1.0143    27.4643    28.4785    77.7481  1287.1418       1122
    0.8265    27.4644    28.2910    77.7451  1288.4280       1123
    0.8229    27.4681    28.2910    77.6767  1289.7154       1124
    0.8506    27.4682    28.3188    77.6746  1291.0028       1125
    0.8566    27.4691    28.3257    77.6570  1292.2905       1126
    1.2887    27.4713    28.7599    77.6158  1293.5789       1127
    0.8542    27.4715    28.3257    77.6114  1294.8674       1128
    0.8229    27.4715    28.2944    77.6109  1296.1559       1129
    1.1527    27.4718    28.6245    77.6060  1297.4445       1130
    0.8831    27.4739    28.3570    77.5662  1298.7337       1131
    0.9709    27.4763    28.4473    77.5195  1300.0237       1132
    0.8999    27.4779    28.3778    77.4905  1301.3142       1133
    1.0492    27.4780    28.5272    77.4878  1302.6047       1134
    1.3476    27.4783    28.8259    77.4825  1303.8953       1135
    0.8253    27.4795    28.3049    77.4589  1305.1863       1136
    1.0010    27.4810    28.4820    77.4313  1306.4778       1137
    1.5462    27.4812    29.0274    77.4274  1307.7693       1138
    0.7952    27.4818    28.2771    77.4154  1309.0610       1139
    0.8783    27.4822    28.3604    77.4091  1310.3529       1140
    0.8783    27.4822    28.3604    77.4091  1311.6447       1141
    0.8470    27.4822    28.3292    77.4086  1312.9366       1142
    0.8193    27.4856    28.3049    77.3449  1314.2295       1143
    0.9409    27.4856    28.4264    77.3443  1315.5224       1144
    0.8000    27.4874    28.2875    77.3091  1316.8159       1145
    0.8241    27.4877    28.3118    77.3044  1318.1095       1146
    0.6881    27.4882    28.1763    77.2946  1319.4032       1147
    0.9758    27.4924    28.4681    77.2157  1320.6983       1148
    1.0516    27.4930    28.5446    77.2042  1321.9936       1149
    0.9156    27.4935    28.4091    77.1944  1323.2890       1150
    0.9120    27.4936    28.4056    77.1918  1324.5845       1151
    0.9709    27.4937    28.4647    77.1903  1325.8800       1152
    1.0299    27.4938    28.5237    77.1887  1327.1755       1153
    0.9950    27.4940    28.4890    77.1856  1328.4711       1154
    0.9529    27.4944    28.4473    77.1773  1329.7668       1155
    0.9457    27.4947    28.4403    77.1721  1331.0626       1156
    0.9481    27.4957    28.4438    77.1519  1332.3587       1157
    0.8819    27.4959    28.3778    77.1483  1333.6549       1158
    0.9649    27.4963    28.4612    77.1420  1334.9513       1159
    0.9469    27.4969    28.4438    77.1291  1336.2478       1160
    1.3765    27.4981    28.8746    77.1089  1337.5447       1161
    0.9421    27.4983    28.4403    77.1067  1338.8416       1162
    1.0841    27.4987    28.5828    77.1028  1340.1385       1163
    1.4174    27.4988    28.9163    77.1016  1341.4355       1164
    0.9409    27.4995    28.4403    77.0953  1342.7326       1165
    0.8987    27.4999    28.3987    77.0912  1344.0298       1166
    0.8253    27.5004    28.3257    77.0868  1345.3270       1167
    0.8169    27.5019    28.3188    77.0728  1346.6245       1168
    1.0456    27.5025    28.5480    77.0671  1347.9221       1169
    0.9962    27.5032    28.4994    77.0603  1349.2197       1170
    1.2754    27.5054    28.7808    77.0398  1350.5178       1171
    1.0299    27.5077    28.5376    77.0176  1351.8162       1172
    1.9771    27.5089    29.4860    77.0062  1353.1148       1173
    0.9866    27.5093    28.4959    77.0021  1354.4134       1174
    0.9673    27.5112    28.4785    76.9842  1355.7124       1175
    1.0889    27.5113    28.6001    76.9839  1357.0114       1176
    0.9144    27.5121    28.4264    76.9762  1358.3105       1177
    0.9938    27.5125    28.5063    76.9718  1359.6097       1178
    0.9890    27.5139    28.5029    76.9591  1360.9091       1179
    1.1081    27.5163    28.6245    76.9360  1362.2088       1180
    0.8735    27.5182    28.3917    76.9177  1363.5089       1181
    0.9986    27.5216    28.5202    76.8858  1364.8096       1182
    0.8867    27.5224    28.4091    76.8786  1366.1103       1183
    0.9384    27.5227    28.4612    76.8752  1367.4111       1184
    0.9035    27.5229    28.4264    76.8737  1368.7120       1185
    0.9938    27.5230    28.5168    76.8732  1370.0128       1186
    0.9830    27.5234    28.5063    76.8693  1371.3137       1187
    1.4644    27.5248    28.9892    76.8554  1372.6149       1188
    0.9709    27.5250    28.4959    76.8540  1373.9160       1189
    0.8975    27.5254    28.4230    76.8496  1375.2173       1190
    1.0805    27.5266    28.6071    76.8384  1376.5187       1191
    1.0768    27.5268    28.6036    76.8372  1377.8201       1192
    1.0239    27.5276    28.5515    76.8291  1379.1217       1193
    0.7314    27.5283    28.2597    76.8230  1380.4234       1194
    1.0925    27.5285    28.6210    76.8208  1381.7252       1195
    0.9324    27.5288    28.4612    76.8183  1383.0269       1196
    1.3729    27.5295    28.9024    76.8117  1384.3288       1197
    0.9902    27.5300    28.5202    76.8061  1385.6308       1198
    0.9685    27.5309    28.4994    76.7984  1386.9329       1199
    0.9926    27.5311    28.5237    76.7960  1388.2351       1200
    0.9505    27.5315    28.4820    76.7919  1389.5373       1201
    1.3007    27.5322    28.8329    76.7858  1390.8396       1202
    0.9059    27.5344    28.4403    76.7650  1392.1423       1203
    0.9577    27.5347    28.4924    76.7616  1393.4450       1204
    1.0889    27.5356    28.6245    76.7538  1394.7479       1205
    1.0600    27.5367    28.5967    76.7434  1396.0509       1206
    1.1322    27.5374    28.6696    76.7364  1397.3541       1207
    1.2838    27.5386    28.8225    76.7250  1398.6574       1208
    0.8807    27.5388    28.4195    76.7230  1399.9608       1209
    1.3488    27.5396    28.8885    76.7154  1401.2644       1210
    0.8674    27.5416    28.4091    76.6964  1402.5682       1211
    1.0119    27.5431    28.5550    76.6824  1403.8723       1212
    0.9457    27.5468    28.4924    76.6477  1405.1769       1213
    0.3644    27.5479    27.9123    76.6367  1406.4818       1214
    0.8795    27.5504    28.4299    76.6130  1407.7871       1215
    1.0179    27.5510    28.5689    76.6078  1409.0924       1216
    1.0034    27.5515    28.5550    76.6026  1410.3979       1217
    0.8698    27.5531    28.4230    76.5877  1411.7035       1218
    0.9529    27.5535    28.5063    76.5845  1413.0093       1219
    0.9938    27.5577    28.5515    76.5444  1414.3157       1220
    0.9890    27.5625    28.5515    76.4988  1415.6229       1221
    0.8939    27.5638    28.4577    76.4867  1416.9304       1222
    0.9481    27.5652    28.5133    76.4732  1418.2380       1223
    0.7254    27.5655    28.2910    76.4702  1419.5457       1224
    1.1178    27.5657    28.6835    76.4682  1420.8534       1225
    0.8975    27.5671    28.4647    76.4551  1422.1614       1226
    1.3452    27.5676    28.9128    76.4511  1423.4694       1227
    0.9481    27.5687    28.5168    76.4403  1424.7776       1228
    1.0588    27.5691    28.6279    76.4362  1426.0859       1229
    1.2116    27.5691    28.7808    76.4361  1427.3942       1230
    0.5497    27.5710    28.1207    76.4182  1428.7028       1231
    1.1430    27.5717    28.7148    76.4115  1430.0115       1232
    1.0768    27.5719    28.6488    76.4097  1431.3202       1233
    1.0889    27.5738    28.6627    76.3921  1432.6293       1234
    1.0877    27.5750    28.6627    76.3807  1433.9385       1235
    0.9276    27.5753    28.5029    76.3782  1435.2478       1236
    0.8710    27.5762    28.4473    76.3689  1436.5572       1237
    1.0997    27.5768    28.6766    76.3631  1437.8667       1238
    0.4318    27.5778    28.0096    76.3540  1439.1764       1239
    0.8831    27.5781    28.4612    76.3513  1440.4861       1240
    0.9902    27.5787    28.5689    76.3458  1441.7960       1241
    1.1358    27.5790    28.7148    76.3432  1443.1059       1242
    0.9132    27.5793    28.4924    76.3401  1444.4158       1243
    1.0203    27.5799    28.6001    76.3347  1445.7258       1244
    1.0480    27.5800    28.6279    76.3336  1447.0358       1245
    1.0167    27.5800    28.5967    76.3334  1448.3459       1246
    1.1647    27.5813    28.7460    76.3207  1449.6561       1247
    0.8867    27.5814    28.4681    76.3197  1450.9664       1248
    0.9589    27.5822    28.5411    76.3127  1452.2768       1249
    1.0576    27.5842    28.6418    76.2932  1453.5875       1250
    0.9637    27.5843    28.5480    76.2925  1454.8983       1251
    0.9312    27.5855    28.5168    76.2809  1456.2092       1252
    0.9156    27.5873    28.5029    76.2643  1457.5205       1253
    1.0889    27.5877    28.6766    76.2606  1458.8318       1254
    1.2670    27.5902    28.8572    76.2368  1460.1435       1255
    1.0877    27.5924    28.6800    76.2164  1461.4555       1256
    0.9132    27.5932    28.5063    76.2086  1462.7677       1257
    1.0131    27.5940    28.6071    76.2006  1464.0800       1258
    1.0239    27.5971    28.6210    76.1716  1465.3929       1259
    0.9457    27.5989    28.5446    76.1545  1466.7060       1260
    1.0082    27.6023    28.6106    76.1221  1468.0197       1261
    0.8831    27.6024    28.4855    76.1211  1469.3333       1262
    0.8301    27.6033    28.4334    76.1131  1470.6472       1263
    0.6315    27.6038    28.2354    76.1078  1471.9611       1264
    1.0167    27.6043    28.6210    76.1032  1473.2751       1265
    0.7663    27.6045    28.3709    76.1012  1474.5892       1266
    0.9156    27.6047    28.5202    76.0999  1475.9032       1267
    0.9156    27.6047    28.5202    76.0999  1477.2173       1268
    1.0155    27.6055    28.6210    76.0919  1478.5315       1269
    1.0780    27.6089    28.6870    76.0595  1479.8462       1270
    0.8867    27.6092    28.4959    76.0567  1481.1610       1271
    1.0287    27.6096    28.6383    76.0528  1482.4759       1272
    0.7122    27.6100    28.3222    76.0490  1483.7909       1273
    0.8783    27.6107    28.4890    76.0427  1485.1059       1274
    1.5270    27.6116    29.1386    76.0340  1486.4211       1275
    0.9974    27.6131    28.6106    76.0196  1487.7366       1276
    1.4836    27.6133    29.0969    76.0185  1489.0520       1277
    1.1430    27.6134    28.7565    76.0170  1490.3675       1278
    1.0203    27.6146    28.6349    76.0059  1491.6832       1279
    0.9818    27.6149    28.5967    76.0031  1492.9990       1280
    1.1033    27.6149    28.7182    76.0028  1494.3147       1281
    0.9842    27.6160    28.6001    75.9930  1495.6306       1282
    0.8759    27.6166    28.4924    75.9870  1496.9466       1283
    0.9938    27.6168    28.6106    75.9855  1498.2627       1284
    1.0805    27.6169    28.6974    75.9836  1499.5787       1285
    0.8566    27.6185    28.4751    75.9692  1500.8951       1286
    1.0419    27.6207    28.6627    75.9479  1502.2118       1287
    1.2453    27.6223    28.8676    75.9331  1503.5287       1288
    0.8578    27.6242    28.4820    75.8969  1504.8463       1289
    0.9758    27.6244    28.6001    75.8937  1506.1639       1290
    1.5691    27.6320    29.2011    75.7467  1507.4841       1291
    0.9168    27.6347    28.5515    75.6950  1508.8052       1292
    1.0275    27.6352    28.6627    75.6865  1510.1264       1293
    0.9023    27.6353    28.5376    75.6845  1511.4477       1294
    1.5342    27.6357    29.1698    75.6768  1512.7691       1295
    1.0660    27.6383    28.7044    75.6255  1514.0914       1296
    0.9324    27.6399    28.5723    75.5951  1515.4143       1297
    1.0070    27.6417    28.6488    75.5604  1516.7377       1298
    0.8638    27.6425    28.5063    75.5452  1518.0614       1299
    1.2080    27.6457    28.8537    75.4840  1519.3862       1300
    0.9649    27.6491    28.6140    75.4184  1520.7121       1301
    1.0167    27.6495    28.6661    75.4115  1522.0382       1302
    1.1779    27.6515    28.8294    75.3731  1523.3649       1303
    0.9156    27.6533    28.5689    75.3380  1524.6923       1304
    1.1828    27.6536    28.8364    75.3321  1526.0197       1305
    0.9421    27.6546    28.5967    75.3127  1527.3475       1306
    0.9685    27.6559    28.6245    75.2875  1528.6758       1307
    0.9818    27.6566    28.6383    75.2749  1530.0042       1308
    0.9324    27.6573    28.5897    75.2612  1531.3329       1309
    1.0082    27.6579    28.6661    75.2496  1532.6619       1310
    1.0564    27.6584    28.7148    75.2401  1533.9909       1311
    1.0239    27.6596    28.6835    75.2165  1535.3204       1312
    1.2718    27.6618    28.9336    75.1743  1536.6507       1313
    0.9794    27.6625    28.6418    75.1618  1537.9811       1314
    0.7880    27.6628    28.4508    75.1562  1539.3117       1315
    1.0227    27.6643    28.6870    75.1266  1540.6428       1316
    0.9770    27.6649    28.6418    75.1156  1541.9741       1317
    1.1154    27.6654    28.7808    75.1050  1543.3055       1318
    1.0239    27.6666    28.6905    75.0829  1544.6374       1319
    0.9433    27.6673    28.6106    75.0688  1545.9695       1320
    1.1358    27.6693    28.8051    75.0308  1547.3023       1321
    1.0119    27.6717    28.6835    74.9851  1548.6359       1322
    1.1936    27.6740    28.8676    74.9393  1549.9703       1323
    0.9589    27.6760    28.6349    74.9021  1551.3054       1324
    0.9372    27.6768    28.6140    74.8863  1552.6407       1325
    0.9035    27.6792    28.5828    74.8396  1553.9769       1326
    0.9553    27.6796    28.6349    74.8327  1555.3132       1327
    0.9204    27.6797    28.6001    74.8296  1556.6496       1328
    1.4030    27.6800    29.0830    74.8246  1557.9861       1329
    0.9132    27.6800    28.5932    74.8243  1559.3225       1330
    1.2742    27.6802    28.9545    74.8199  1560.6591       1331
    0.9818    27.6809    28.6627    74.8074  1561.9958       1332
    1.0853    27.6816    28.7669    74.7937  1563.3329       1333
    1.2369    27.6828    28.9197    74.7705  1564.6703       1334
    0.8710    27.6839    28.5550    74.7492  1566.0081       1335
    0.6965    27.6847    28.3813    74.7335  1567.3462       1336
    0.5569    27.6854    28.2423    74.7209  1568.6845       1337
    0.9830    27.6866    28.6696    74.6970  1570.0232       1338
    0.9252    27.6888    28.6140    74.6550  1571.3627       1339
    0.9072    27.6895    28.5967    74.6419  1572.7025       1340
    0.9276    27.6899    28.6175    74.6345  1574.0423       1341
    0.7880    27.6905    28.4785    74.6220  1575.3824       1342
    0.9409    27.6905    28.6314    74.6219  1576.7225       1343
    1.2730    27.6919    28.9649    74.5964  1578.0630       1344
    0.8386    27.6921    28.5307    74.5920  1579.4037       1345
    0.8024    27.6935    28.4959    74.5657  1580.7448       1346
    1.5101    27.6945    29.2046    74.5464  1582.0862       1347
    0.8325    27.6946    28.5272    74.5431  1583.4277       1348
    1.0058    27.6950    28.7009    74.5356  1584.7694       1349
    0.8807    27.6951    28.5758    74.5336  1586.1110       1350
    0.9986    27.6953    28.6939    74.5304  1587.4528       1351
    1.0082    27.6961    28.7044    74.5151  1588.7948       1352
    0.4101    27.6967    28.1068    74.5028  1590.1370       1353
    1.0660    27.6974    28.7634    74.4904  1591.4795       1354
    0.8807    27.6986    28.5793    74.4668  1592.8224       1355
    1.1130    27.6991    28.8120    74.4577  1594.1654       1356
    1.0648    27.7021    28.7669    74.4004  1595.5095       1357
    1.0395    27.7030    28.7426    74.3821  1596.8539       1358
    0.9553    27.7039    28.6592    74.3653  1598.1986       1359
    1.1671    27.7040    28.8711    74.3636  1599.5433       1360
    1.0034    27.7044    28.7078    74.3558  1600.8882       1361
    0.9505    27.7052    28.6557    74.3395  1602.2334       1362
    1.0961    27.7055    28.8016    74.3342  1603.5787       1363
    1.1611    27.7065    28.8676    74.3147  1604.9243       1364
    1.0913    27.7069    28.7981    74.3084  1606.2701       1365
    1.0660    27.7078    28.7738    74.2900  1607.6161       1366
    1.0552    27.7082    28.7634    74.2822  1608.9623       1367
    0.9180    27.7099    28.6279    74.2491  1610.3092       1368
    1.3344    27.7104    29.0448    74.2405  1611.6561       1369
    0.9240    27.7109    28.6349    74.2312  1613.0033       1370
    0.9914    27.7130    28.7044    74.1912  1614.3511       1371
    1.0780    27.7131    28.7912    74.1875  1615.6991       1372
    1.1743    27.7141    28.8885    74.1685  1617.0474       1373
    0.9457    27.7170    28.6627    74.1134  1618.3966       1374
    0.9721    27.7183    28.6905    74.0882  1619.7464       1375
    0.9842    27.7202    28.7044    74.0524  1621.0968       1376
    0.9035    27.7209    28.6245    74.0383  1622.4474       1377
    1.2670    27.7222    28.9892    74.0134  1623.7985       1378
    1.1142    27.7257    28.8398    73.9467  1625.1509       1379
    0.9300    27.7257    28.6557    73.9463  1626.5032       1380
    0.8217    27.7263    28.5480    73.9342  1627.8558       1381
    0.9288    27.7269    28.6557    73.9231  1629.2085       1382
    1.2189    27.7287    28.9475    73.8893  1630.5619       1383
    0.8987    27.7327    28.6314    73.8122  1631.9167       1384
    0.9818    27.7330    28.7148    73.8058  1633.2716       1385
    0.9216    27.7376    28.6592    73.7175  1634.6281       1386
    1.0167    27.7398    28.7565    73.6754  1635.9854       1387
    1.1166    27.7406    28.8572    73.6591  1637.3430       1388
    1.0564    27.7418    28.7981    73.6375  1638.7010       1389
    0.9890    27.7432    28.7321    73.6108  1640.0595       1390
    1.0889    27.7440    28.8329    73.5944  1641.4183       1391
    1.0191    27.7443    28.7634    73.5881  1642.7772       1392
    0.9794    27.7458    28.7252    73.5593  1644.1367       1393
    1.1876    27.7461    28.9336    73.5549  1645.4962       1394
    1.0480    27.7467    28.7947    73.5424  1646.8560       1395
    0.9637    27.7476    28.7113    73.5256  1648.2160       1396
    1.1791    27.7510    28.9302    73.4598  1649.5773       1397
    1.0696    27.7528    28.8225    73.4246  1650.9393       1398
    0.9132    27.7530    28.6661    73.4221  1652.3013       1399
    1.3452    27.7551    29.1004    73.3803  1653.6640       1400
    1.0359    27.7587    28.7947    73.3111  1655.0281       1401
    1.0323    27.7589    28.7912    73.3084  1656.3922       1402
    1.0492    27.7594    28.8086    73.2984  1657.7565       1403
    1.1238    27.7612    28.8850    73.2637  1659.1214       1404
    1.0119    27.7620    28.7738    73.2490  1660.4866       1405
    0.9998    27.7636    28.7634    73.2180  1661.8524       1406
    1.1178    27.7638    28.8815    73.2148  1663.2182       1407
    1.1719    27.7652    28.9371    73.1874  1664.5846       1408
    1.0323    27.7658    28.7981    73.1749  1665.9512       1409
    1.1154    27.7662    28.8815    73.1685  1667.3179       1410
    0.9421    27.7692    28.7113    73.1145  1668.6856       1411
    0.9312    27.7697    28.7009    73.1096  1670.0534       1412
    0.3415    27.7723    28.1138    73.0782  1671.4218       1413
    0.9035    27.7730    28.6766    73.0696  1672.7904       1414
    1.1418    27.7744    28.9163    73.0529  1674.1592       1415
    1.0720    27.7747    28.8468    73.0490  1675.5282       1416
    1.2140    27.7752    28.9892    73.0441  1676.8972       1417
    1.3633    27.7753    29.1386    73.0424  1678.2663       1418
    0.9902    27.7767    28.7669    73.0260  1679.6357       1419
    1.0419    27.7770    28.8190    73.0217  1681.0051       1420
    1.4896    27.7775    29.2671    73.0167  1682.3747       1421
    0.9433    27.7785    28.7217    73.0048  1683.7444       1422
    1.1551    27.7786    28.9336    73.0038  1685.1142       1423
    0.8386    27.7790    28.6175    72.9990  1686.4841       1424
    0.9974    27.7799    28.7773    72.9879  1687.8542       1425
    1.1105    27.7814    28.8919    72.9700  1689.2246       1426
    1.0191    27.7825    28.8016    72.9563  1690.5953       1427
    0.9216    27.7828    28.7044    72.9538  1691.9660       1428
    1.0143    27.7839    28.7981    72.9404  1693.3370       1429
    1.0937    27.7843    28.8780    72.9349  1694.7081       1430
    1.0973    27.7877    28.8850    72.8952  1696.0799       1431
    1.0660    27.7877    28.8537    72.8949  1697.4518       1432
    0.3295    27.7878    28.1173    72.8938  1698.8236       1433
    0.9035    27.7904    28.6939    72.8630  1700.1961       1434
    1.1358    27.7909    28.9267    72.8574  1701.5686       1435
    1.2634    27.7918    29.0552    72.8460  1702.9414       1436
    1.0119    27.7932    28.8051    72.8292  1704.3145       1437
    0.5497    27.7934    28.3431    72.8277  1705.6876       1438
    1.1575    27.7935    28.9510    72.8259  1707.0607       1439
    1.0419    27.7944    28.8364    72.8152  1708.4340       1440
    1.6064    27.7962    29.4026    72.7938  1709.8078       1441
    1.6196    27.7969    29.4165    72.7860  1711.1817       1442
    1.0251    27.7974    28.8225    72.7800  1712.5557       1443
